order_id,product_id,product_name,category,quantity,price_per_unit,discount_percent,region,sales_channel,order_date,customer_id,customer_name,payment_method,order_status,sales_rep,total_price
ORD10174,PRD724,Boy,Clothing,7,380.83,5,East,Wholesale,2025-07-09,CUST5315,Jordan Smith,Wire Transfer,Cancelled,Hailey Rogers,2532.5195
ORD10175,PRD338,Agency,Books,8,380.83,10,North,Wholesale,2025-04-13,CUST6530,Roberto King,Credit Card,Completed,Charles Campbell,2741.976
ORD10176,PRD194,Down,Electronics,1,380.83,15,West,Online,2024-11-14,CUST4812,Katrina Rich,PayPal,Completed,Sabrina Boyd,323.7055
ORD10177,PRD270,Life,Electronics,4,380.83,10,North,Wholesale,2025-06-27,CUST1516,Paul Ayala,Cash,Cancelled,Alexander Rodriguez,1370.988
ORD10178,PRD915,Campaign,Furniture,3,380.83,20,North,Online,2025-01-25,CUST6234,Darius Weaver,Credit Card,Pending,Marie Wright,913.9920000000001
ORD10179,PRD353,Customer,Electronics,3,380.83,0,East,Wholesale,2024-12-09,CUST1141,Jose Molina,Credit Card,Cancelled,Jake Cabrera,1142.49
ORD10180,PRD850,Customer,Furniture,2,380.83,10,West,Wholesale,2024-12-26,CUST5563,Richard Ward,Wire Transfer,Pending,Pamela Odonnell,685.494
ORD10181,PRD795,Ability,Electronics,1,380.83,5,South,Retail,2025-02-08,CUST2576,Paul Davis,Cash,Completed,Sean Mckinney,361.78849999999994
ORD10182,PRD316,Ball,Clothing,9,380.83,15,West,Retail,2025-04-14,CUST8170,Carl Velazquez,PayPal,Returned,Kaitlyn Underwood,2913.3495
ORD10183,PRD338,Sit,Toys,5,380.83,0,North,Retail,2025-02-06,CUST4845,Gerald Tucker,Wire Transfer,Completed,Susan Hickman,1904.1499999999999
ORD10184,PRD172,Cover,Furniture,9,380.83,20,South,Retail,2025-05-18,CUST2458,Timothy Roberts,Credit Card,Completed,Carl Goodwin,2741.976
ORD10185,PRD615,When,Books,9,380.83,20,East,Online,2024-10-30,CUST7249,Jessica Estrada,PayPal,Returned,Collin Johnson,2741.976
ORD10186,PRD525,Sure,Clothing,4,380.83,15,West,Retail,2025-06-09,CUST9040,Gabriel Martin,Credit Card,Completed,Peter Lang,1294.822
ORD10187,PRD835,Wonder,Electronics,3,380.83,15,West,Retail,2025-01-08,CUST1007,Sharon Schmidt,Wire Transfer,Cancelled,Scott Becker,971.1165
ORD10188,PRD358,While,Books,5,380.83,20,South,Retail,2025-03-30,CUST6662,Ryan Porter,Cash,Completed,Jennifer James,1523.32
ORD10189,PRD925,Table,Toys,9,380.83,0,North,Wholesale,2025-03-24,CUST5131,Martin Lopez,PayPal,Completed,Robert Benson,3427.47
ORD10190,PRD934,Conference,Electronics,3,380.83,0,South,Wholesale,2024-08-21,CUST8620,Luke Kidd,Wire Transfer,Completed,Melissa Knight,1142.49
ORD10191,PRD147,See,Clothing,3,380.83,5,South,Online,2025-02-14,CUST6944,Edward Garcia,Credit Card,Returned,Brooke Christian,1085.3654999999999
ORD10192,PRD771,Effect,Furniture,2,380.83,0,West,Online,2024-12-15,CUST9657,Rachel Riley,PayPal,Returned,Leah Berg,761.66
ORD10193,PRD155,Feeling,Furniture,7,380.83,5,South,Retail,2025-02-02,CUST5944,Randall Cobb,PayPal,Completed,Natasha Davis,2532.5195
ORD10194,PRD521,Position,Toys,8,380.83,15,South,Wholesale,2025-04-30,CUST7899,Jared Fuller,Wire Transfer,Returned,Shawn Crane,2589.644
ORD10195,PRD265,As,Clothing,3,380.83,10,South,Online,2025-07-03,CUST1635,Sara Ayala,Wire Transfer,Completed,Nicole Russell,1028.241
ORD10196,PRD839,Hundred,Toys,8,380.83,10,North,Online,2025-05-13,CUST1548,Emily Mitchell,Credit Card,Cancelled,Alicia Faulkner,2741.976
ORD10197,PRD744,Audience,Electronics,9,380.83,0,East,Wholesale,2025-05-29,CUST9967,Pamela Gardner,PayPal,Cancelled,Rita Woods,3427.47
ORD10198,PRD581,Candidate,Books,7,380.83,10,West,Online,2024-09-29,CUST9882,Keith Hardy,Credit Card,Pending,Desiree Patterson,2399.229
ORD10199,PRD188,Summer,Toys,7,380.83,5,East,Wholesale,2025-02-28,CUST6911,Kathleen Kent,Wire Transfer,Cancelled,William Harrison,2532.5195
ORD10200,PRD830,List,Clothing,3,380.83,10,East,Wholesale,2025-05-12,CUST5864,Marcia Palmer,Credit Card,Returned,Troy Pacheco,1028.241
ORD10201,PRD322,Own,Toys,6,380.83,20,West,Wholesale,2025-07-09,CUST3373,Deborah Cordova,PayPal,Completed,Jennifer Adams,1827.9840000000002
ORD10202,PRD505,Vote,Clothing,3,380.83,0,South,Online,2025-02-15,CUST6135,Donna Oliver,PayPal,Pending,Kelly Ramos,1142.49
ORD10203,PRD639,Weight,Furniture,9,380.83,10,East,Online,2025-01-17,CUST4882,Allison Rogers,Wire Transfer,Pending,Melody Lara,3084.723
ORD10204,PRD105,Bed,Furniture,7,380.83,20,North,Retail,2025-02-07,CUST3187,Karen Leonard,Wire Transfer,Cancelled,William Mason,2132.648
ORD10205,PRD331,Write,Toys,4,380.83,15,South,Online,2024-08-12,CUST4021,Lori Hoffman,Cash,Pending,Lisa Perez,1294.822
ORD10206,PRD483,Human,Clothing,8,380.83,0,East,Retail,2025-03-12,CUST1654,Suzanne Rodriguez,PayPal,Completed,Crystal Lawrence,3046.64
ORD10207,PRD550,Community,Electronics,9,380.83,20,South,Online,2025-01-04,CUST6589,Rachael Stanley,Cash,Completed,George Johnson,2741.976
ORD10208,PRD856,Alone,Furniture,9,380.83,20,North,Online,2025-04-30,CUST9351,Stephanie Henderson,Wire Transfer,Completed,Jasmine Smith,2741.976
ORD10209,PRD799,Road,Furniture,5,380.83,10,South,Online,2024-12-09,CUST1167,Calvin Duncan,Cash,Completed,Shawna Perkins,1713.735
ORD10210,PRD135,His,Books,5,380.83,15,South,Wholesale,2024-11-25,CUST5449,Kenneth Patton,Cash,Returned,Julie Cole,1618.5275
ORD10211,PRD608,Look,Books,7,380.83,5,West,Wholesale,2025-03-07,CUST9149,Rhonda Parker,Credit Card,Returned,Christopher Padilla,2532.5195
ORD10212,PRD680,Student,Toys,4,380.83,0,West,Online,2025-05-23,CUST6765,Candice Knight,Wire Transfer,Cancelled,Matthew Moore,1523.32
ORD10213,PRD336,Moment,Clothing,1,380.83,10,East,Wholesale,2025-07-03,CUST4787,James Manning,Credit Card,Pending,Anthony Carter,342.747
ORD10214,PRD406,Every,Clothing,2,380.83,15,East,Retail,2024-12-31,CUST5641,Jacob Davis,Credit Card,Returned,Justin Clark,647.411
ORD10215,PRD848,Finally,Electronics,9,380.83,20,West,Wholesale,2025-04-16,CUST2903,Samantha Anderson,PayPal,Pending,Sean Hines,2741.976
ORD10216,PRD832,Report,Furniture,9,380.83,20,South,Online,2024-10-05,CUST1407,Joshua Harris,PayPal,Returned,Anthony Murphy,2741.976
ORD10217,PRD339,Least,Electronics,9,380.83,20,East,Retail,2025-02-28,CUST2380,Lori Hubbard MD,Cash,Completed,Ashley Hendricks,2741.976
ORD10218,PRD194,Whatever,Clothing,1,380.83,15,West,Retail,2025-04-06,CUST5409,Kathy Mitchell,PayPal,Cancelled,Gary Wilson,323.7055
ORD10219,PRD876,Room,Furniture,6,380.83,5,West,Retail,2025-01-21,CUST9113,James Lee,Credit Card,Returned,Heather Thompson,2170.7309999999998
ORD10220,PRD969,Room,Books,7,380.83,5,East,Retail,2025-07-10,CUST3308,Melissa Cook,Wire Transfer,Cancelled,Michelle Dean,2532.5195
ORD10221,PRD197,Prove,Books,7,380.83,20,West,Retail,2025-05-24,CUST6276,Jennifer Jensen,Wire Transfer,Returned,Rachel Moore,2132.648
ORD10222,PRD667,Exist,Books,8,380.83,15,South,Online,2025-03-21,CUST4670,Anna Thompson,PayPal,Returned,Angela Allen,2589.644
ORD10223,PRD390,Mr,Furniture,4,380.83,20,North,Online,2025-02-19,CUST5200,Carlos Dixon,Credit Card,Completed,Melissa Salazar,1218.656
ORD10224,PRD986,Standard,Books,6,380.83,5,East,Wholesale,2024-09-17,CUST3755,Christopher Davis,Cash,Cancelled,Joseph Bailey,2170.7309999999998
ORD10225,PRD228,Exist,Books,1,380.83,10,East,Retail,2024-10-01,CUST7348,Megan Ward,Credit Card,Returned,David Wilson,342.747
ORD10226,PRD364,Policy,Books,6,380.83,0,West,Wholesale,2024-11-13,CUST7494,Jessica Ball,Credit Card,Completed,Dr. Justin Mejia Jr.,2284.98
ORD10227,PRD850,Ask,Clothing,5,380.83,15,West,Retail,2025-07-10,CUST2022,Lisa Gonzalez,PayPal,Pending,Joanna Morales,1618.5275
ORD10228,PRD212,Morning,Electronics,4,380.83,15,East,Wholesale,2024-11-01,CUST4110,Stephanie Macias,Cash,Pending,Matthew Stone,1294.822
ORD10229,PRD566,Western,Toys,1,380.83,20,West,Online,2025-05-09,CUST6525,James Gutierrez,PayPal,Completed,Gina Armstrong,304.664
ORD10230,PRD539,Upon,Toys,5,380.83,10,West,Retail,2024-10-21,CUST6056,Kenneth Mitchell,Credit Card,Completed,Michael Tate,1713.735
ORD10231,PRD345,Forward,Toys,8,380.83,0,West,Wholesale,2025-05-23,CUST3932,Ariel Flynn,Cash,Returned,James Duncan,3046.64
ORD10232,PRD272,Want,Electronics,9,380.83,15,East,Online,2025-06-30,CUST8346,Cynthia Diaz,Wire Transfer,Returned,Dr. Kevin Harrison MD,2913.3495
ORD10233,PRD832,Radio,Electronics,5,380.83,5,West,Wholesale,2025-07-23,CUST5194,John Johnson,Credit Card,Pending,Christopher Jimenez,1808.9424999999999
ORD10234,PRD816,Professional,Books,2,380.83,20,East,Retail,2025-07-17,CUST5019,Stephanie Doyle,Wire Transfer,Completed,Kim Perez,609.328
ORD10235,PRD792,Character,Electronics,4,380.83,10,North,Wholesale,2025-04-29,CUST9717,Tammy Boyer,PayPal,Returned,Timothy Tyler,1370.988
ORD10236,PRD738,Time,Electronics,3,380.83,0,West,Retail,2025-01-04,CUST6870,Lauren Tran,PayPal,Cancelled,Diane Lee,1142.49
ORD10237,PRD267,Per,Furniture,4,380.83,0,South,Online,2025-01-30,CUST2211,Dr. William Wilson,Wire Transfer,Returned,Jonathon Lowe,1523.32
ORD10238,PRD394,Ready,Clothing,8,380.83,5,East,Online,2024-11-07,CUST1965,Andrew Chapman,Cash,Cancelled,Susan Ford,2894.3079999999995
ORD10239,PRD987,Play,Books,5,380.83,20,North,Online,2025-02-14,CUST2988,Amber Spencer,Cash,Pending,Mr. Matthew Wilson DVM,1523.32
ORD10240,PRD370,Care,Electronics,7,380.83,0,East,Retail,2024-11-22,CUST1358,Brittany Rodriguez,Wire Transfer,Returned,Haley Perez,2665.81
ORD10241,PRD776,Debate,Furniture,4,380.83,15,South,Retail,2025-05-20,CUST7628,Thomas Arnold,PayPal,Pending,Martin Scott,1294.822
ORD10242,PRD490,However,Books,3,380.83,10,East,Wholesale,2025-06-23,CUST6290,Samuel Moyer,Cash,Cancelled,Travis Estrada,1028.241
ORD10243,PRD333,Article,Clothing,6,380.83,20,North,Online,2025-02-11,CUST7036,Ronald Long,Wire Transfer,Completed,Isaac Williams,1827.9840000000002
ORD10244,PRD661,Mr,Toys,5,380.83,20,West,Online,2024-09-14,CUST5750,Margaret Valdez,Wire Transfer,Completed,Douglas Brock,1523.32
ORD10245,PRD477,Office,Clothing,2,380.83,15,East,Online,2024-11-03,CUST7098,Melissa Wood,Cash,Cancelled,Kristen Mckenzie,647.411
ORD10246,PRD374,Within,Books,6,380.83,20,South,Online,2025-07-05,CUST1650,Dustin Griffin,Credit Card,Returned,Alyssa King,1827.9840000000002
ORD10247,PRD395,Fight,Furniture,8,380.83,15,North,Retail,2024-11-16,CUST5168,Brandon Rich,Cash,Pending,Ricky Torres,2589.644
ORD10248,PRD683,Moment,Furniture,1,380.83,0,East,Online,2025-05-27,CUST5896,Heather Oneal,PayPal,Cancelled,Norma Frank,380.83
ORD10249,PRD920,List,Electronics,4,380.83,20,East,Retail,2025-02-08,CUST6164,Rachel Bradley,Wire Transfer,Returned,Judy Taylor,1218.656
ORD10250,PRD740,Thus,Books,1,380.83,20,East,Online,2024-11-23,CUST9203,Ashley Villa,PayPal,Pending,Miranda Pham,304.664
ORD10251,PRD222,Wait,Furniture,4,380.83,10,South,Online,2025-04-17,CUST3434,Veronica Moore,PayPal,Pending,Stephanie Newman,1370.988
ORD10252,PRD967,Color,Furniture,2,380.83,15,West,Online,2025-04-12,CUST2037,Mr. Patrick Ramirez,Wire Transfer,Cancelled,Adam Rodriguez,647.411
ORD10253,PRD429,Participant,Clothing,8,380.83,10,East,Online,2024-10-08,CUST2556,Brenda Lee,Cash,Completed,Cathy Saunders,2741.976
ORD10254,PRD236,Green,Electronics,5,380.83,0,East,Online,2025-02-24,CUST7612,Kim Thomas,PayPal,Returned,Deborah Gray,1904.1499999999999
ORD10255,PRD899,Stock,Books,2,380.83,20,North,Online,2024-11-13,CUST9994,Dawn Thompson,Wire Transfer,Pending,Kristi Moss,609.328
ORD10256,PRD902,Test,Books,1,380.83,10,East,Wholesale,2025-06-23,CUST8575,Megan Smith,PayPal,Completed,Michelle Mullen,342.747
ORD10257,PRD524,Push,Books,4,380.83,10,North,Wholesale,2025-01-13,CUST7167,Travis Brown,Credit Card,Pending,Roger Mclaughlin,1370.988
ORD10258,PRD757,Option,Clothing,3,380.83,15,North,Wholesale,2025-01-24,CUST6803,Carlos Rodriguez,Wire Transfer,Returned,David Frost,971.1165
ORD10259,PRD421,Stock,Furniture,8,380.83,20,East,Retail,2025-04-16,CUST2695,Mary Blankenship,Wire Transfer,Completed,Elizabeth Sweeney,2437.312
ORD10260,PRD446,Evidence,Books,8,380.83,20,North,Retail,2024-11-23,CUST1562,Mary Byrd,Cash,Pending,Dana Joseph,2437.312
ORD10261,PRD241,Reach,Furniture,1,380.83,0,South,Wholesale,2024-10-18,CUST1371,Frank Knight,Cash,Cancelled,Dr. Jessica Obrien,380.83
ORD10262,PRD706,Old,Toys,8,380.83,20,North,Online,2025-07-18,CUST1456,Andrea Cantu,Cash,Pending,Sabrina Hill,2437.312
ORD10263,PRD211,Special,Furniture,7,380.83,5,East,Online,2025-03-13,CUST5629,Denise Faulkner,PayPal,Cancelled,Catherine Krueger,2532.5195
ORD10264,PRD562,Prove,Furniture,3,380.83,5,North,Wholesale,2025-02-13,CUST2709,Patrick Clay,Cash,Pending,Douglas Evans,1085.3654999999999
ORD10265,PRD474,Common,Books,4,380.83,20,West,Retail,2024-11-18,CUST3221,James Stewart,Wire Transfer,Completed,Andrea Foster,1218.656
ORD10266,PRD458,Art,Electronics,6,380.83,15,West,Online,2025-04-24,CUST2182,Michael Harris,Credit Card,Returned,Matthew Jones,1942.233
ORD10267,PRD481,Nation,Toys,8,380.83,0,South,Retail,2024-11-20,CUST9930,Robin Monroe,Cash,Pending,Denise Martinez,3046.64
ORD10268,PRD661,Police,Toys,6,380.83,0,South,Wholesale,2024-10-28,CUST4486,Zachary Conner,Cash,Pending,Kevin Lewis,2284.98
ORD10269,PRD178,Coach,Clothing,9,380.83,20,West,Wholesale,2025-06-25,CUST7720,Cheryl Taylor,Wire Transfer,Pending,Harold Lawrence,2741.976
ORD10270,PRD924,Single,Books,8,380.83,5,East,Wholesale,2025-04-29,CUST8236,Kevin Nguyen,Credit Card,Cancelled,Kimberly Peters,2894.3079999999995
ORD10271,PRD442,Wonder,Toys,4,380.83,20,North,Retail,2025-03-26,CUST1495,Paul Ramos,Credit Card,Returned,Karen Reeves,1218.656
ORD10272,PRD931,Sea,Books,7,380.83,15,West,Wholesale,2025-07-05,CUST8355,Melissa Hancock,Wire Transfer,Returned,Blake Terrell,2265.9384999999997
ORD10273,PRD538,Them,Furniture,9,380.83,0,North,Wholesale,2025-07-24,CUST6567,Alexander Campbell,Cash,Returned,Marisa Howard,3427.47
ORD10274,PRD176,Great,Clothing,9,380.83,20,North,Retail,2024-11-30,CUST2761,James Hayden,PayPal,Pending,Ricardo Brown,2741.976
ORD10275,PRD153,Explain,Electronics,2,380.83,10,South,Retail,2024-12-31,CUST5679,John Hawkins,Cash,Returned,Sue Espinoza,685.494
ORD10276,PRD643,Thought,Electronics,4,380.83,15,North,Online,2025-07-06,CUST9083,Zachary Bush,Credit Card,Pending,Jordan Glover,1294.822
ORD10277,PRD386,Record,Toys,9,380.83,5,East,Retail,2024-08-17,CUST8390,Michael West,Wire Transfer,Completed,David Hicks,3256.0964999999997
ORD10278,PRD817,Me,Furniture,7,380.83,5,West,Wholesale,2024-10-08,CUST8566,Jennifer Hernandez,Cash,Returned,Brittney Martinez,2532.5195
ORD10279,PRD200,Easy,Furniture,9,380.83,0,East,Online,2025-02-03,CUST2878,Derrick Ali,Cash,Returned,Diamond Larson,3427.47
ORD10280,PRD357,Think,Toys,1,380.83,5,West,Retail,2025-04-18,CUST8961,David Martin,PayPal,Completed,Robert Wood,361.78849999999994
ORD10281,PRD394,Matter,Books,7,380.83,20,East,Wholesale,2024-12-06,CUST3851,William Warner,Wire Transfer,Pending,Mary Nelson,2132.648
ORD10282,PRD144,Firm,Toys,6,380.83,15,South,Wholesale,2024-11-29,CUST1601,David Winters,Credit Card,Returned,Jessica Jackson,1942.233
ORD10283,PRD660,Off,Toys,3,380.83,15,West,Wholesale,2025-06-05,CUST7519,Brian Baker,PayPal,Pending,Regina Cooper,971.1165
ORD10284,PRD927,Provide,Furniture,7,380.83,5,North,Online,2025-08-06,CUST5645,Nicholas Hamilton,Credit Card,Completed,Patricia White,2532.5195
ORD10285,PRD986,Sell,Furniture,1,380.83,15,North,Online,2025-04-04,CUST2065,Nathan Green,Cash,Cancelled,Alan Rivera,323.7055
ORD10286,PRD879,Suggest,Toys,7,380.83,15,North,Wholesale,2025-06-18,CUST5431,William Murphy,Cash,Cancelled,Sean Clark,2265.9384999999997
ORD10287,PRD427,Thing,Furniture,8,380.83,10,North,Retail,2024-12-24,CUST8080,Beth Jordan,Wire Transfer,Completed,Shaun Stevens,2741.976
ORD10288,PRD975,It,Clothing,1,380.83,15,South,Wholesale,2024-10-28,CUST2067,Matthew Hawkins DVM,Credit Card,Completed,David Davis,323.7055
ORD10289,PRD336,Agent,Toys,6,380.83,0,East,Wholesale,2025-07-10,CUST6165,David Schwartz,PayPal,Completed,Kevin Martinez,2284.98
ORD10290,PRD636,When,Electronics,3,380.83,0,East,Online,2025-02-05,CUST7343,Lisa Robles,Cash,Completed,Jesse George,1142.49
ORD10291,PRD893,Ahead,Electronics,2,380.83,0,East,Wholesale,2025-03-31,CUST4947,Cassandra Johnson,Cash,Pending,Stephanie Clark,761.66
ORD10292,PRD847,Position,Books,8,380.83,5,North,Retail,2025-04-24,CUST5882,James Dixon,Cash,Completed,William Harris,2894.3079999999995
ORD10293,PRD545,Lay,Books,5,380.83,0,East,Online,2024-09-09,CUST4000,Jeremy Rollins,Wire Transfer,Cancelled,Steven Wall,1904.1499999999999
ORD10294,PRD897,Price,Electronics,3,380.83,10,South,Online,2025-06-18,CUST5093,Derrick Carter,Credit Card,Returned,Katrina Pacheco,1028.241
ORD10295,PRD791,Part,Clothing,2,380.83,0,East,Wholesale,2025-02-21,CUST9812,Jordan Nelson,Wire Transfer,Cancelled,George Miller,761.66
ORD10296,PRD379,Look,Books,3,380.83,0,South,Online,2024-09-15,CUST3130,Philip Carroll,Cash,Returned,Claudia Allen,1142.49
ORD10297,PRD389,Exist,Toys,5,380.83,15,North,Retail,2025-02-25,CUST5716,Brenda Hurley,PayPal,Returned,Paul Mcknight,1618.5275
ORD10298,PRD488,While,Electronics,5,380.83,10,South,Retail,2025-01-18,CUST1840,Tristan Williams,Credit Card,Returned,Debra Austin,1713.735
ORD10299,PRD401,Voice,Toys,4,380.83,0,South,Retail,2025-04-18,CUST5845,Kristen Moreno,Credit Card,Returned,Felicia Moran,1523.32
ORD10300,PRD577,Note,Toys,1,380.83,10,North,Retail,2024-09-05,CUST2621,Mark Ellis,Wire Transfer,Cancelled,Alexander Escobar,342.747
ORD10301,PRD532,Rest,Furniture,4,380.83,15,North,Online,2025-02-27,CUST4564,Diana Randall,Wire Transfer,Returned,Mrs. Bethany Moyer,1294.822
ORD10302,PRD589,Thus,Furniture,6,380.83,10,West,Retail,2025-02-12,CUST9232,Dennis Barnes,Credit Card,Pending,Allison Bush,2056.482
ORD10303,PRD508,Future,Toys,5,380.83,20,East,Retail,2025-04-12,CUST5915,Jose Fitzpatrick,PayPal,Returned,Heather Evans,1523.32
ORD10304,PRD377,Hotel,Books,3,380.83,5,North,Wholesale,2025-07-25,CUST9402,Richard Gomez DDS,PayPal,Pending,Taylor Robinson,1085.3654999999999
ORD10305,PRD304,Tonight,Electronics,7,380.83,0,South,Retail,2025-02-22,CUST8585,Kevin Hood,PayPal,Completed,Billy Richardson,2665.81
ORD10306,PRD268,Require,Furniture,7,380.83,20,West,Online,2025-07-31,CUST4909,Courtney Sosa,Cash,Cancelled,Reginald Rangel,2132.648
ORD10307,PRD425,Weight,Toys,6,380.83,10,South,Wholesale,2024-10-29,CUST2722,Valerie Garcia,Credit Card,Cancelled,Amber Ramirez,2056.482
ORD10308,PRD215,These,Furniture,4,380.83,20,West,Retail,2025-07-22,CUST9845,Micheal Bowman,Cash,Returned,Nathan Anderson,1218.656
ORD10309,PRD578,Toward,Toys,5,380.83,10,South,Retail,2024-10-22,CUST3212,Felicia Palmer,Cash,Completed,Steven Davis,1713.735
ORD10310,PRD306,Here,Clothing,6,380.83,0,West,Retail,2024-08-31,CUST2995,Casey Roberts,Wire Transfer,Completed,Christopher Ewing,2284.98
ORD10311,PRD220,Quite,Clothing,2,380.83,0,East,Online,2024-12-24,CUST4007,Brittany Thomas,PayPal,Returned,Stephanie Spencer,761.66
ORD10312,PRD780,Expert,Electronics,2,380.83,5,South,Retail,2025-07-04,CUST9976,Anita Russell,Wire Transfer,Completed,Abigail Wong,723.5769999999999
ORD10313,PRD420,Contain,Electronics,2,380.83,20,East,Wholesale,2025-01-22,CUST1074,Alexander Hughes,Cash,Completed,Anna Brown,609.328
ORD10314,PRD711,Cover,Toys,2,380.83,5,North,Online,2025-01-09,CUST7404,Kayla Brown,Wire Transfer,Returned,Yvonne Bell,723.5769999999999
ORD10315,PRD215,Agency,Clothing,4,380.83,10,West,Retail,2024-08-29,CUST4215,Jessica Mills,Wire Transfer,Completed,Courtney Padilla,1370.988
ORD10316,PRD460,Someone,Toys,1,380.83,15,South,Retail,2025-08-05,CUST6275,Jared Williams,PayPal,Cancelled,Richard Wheeler,323.7055
ORD10317,PRD508,List,Books,6,380.83,20,East,Online,2024-10-20,CUST3621,Carlos Martin,Credit Card,Cancelled,Linda Sutton,1827.9840000000002
ORD10318,PRD636,Line,Electronics,2,380.83,10,East,Wholesale,2024-11-08,CUST1316,Jocelyn Braun,Cash,Returned,Joseph Nguyen,685.494
ORD10319,PRD837,Her,Clothing,8,380.83,0,East,Retail,2025-07-28,CUST9527,Edward Dunn,Credit Card,Pending,Jessica Gonzales,3046.64
ORD10320,PRD489,Pattern,Electronics,6,380.83,15,South,Retail,2025-01-08,CUST9110,David Solomon,Credit Card,Pending,Danny Gibson,1942.233
ORD10321,PRD964,Tv,Electronics,9,380.83,15,West,Wholesale,2024-12-30,CUST1393,Benjamin Davis,Cash,Cancelled,Philip Lawson,2913.3495
ORD10322,PRD618,Behavior,Toys,1,380.83,15,East,Wholesale,2024-09-04,CUST7149,Daniel Carroll,PayPal,Completed,Debra Bell,323.7055
ORD10323,PRD166,Store,Books,6,380.83,5,North,Online,2025-05-12,CUST6485,Jennifer Downs,Cash,Cancelled,Mrs. Angela Moore,2170.7309999999998
ORD10324,PRD373,Music,Clothing,7,380.83,15,North,Online,2025-01-22,CUST8126,Cheryl Rodriguez,Wire Transfer,Returned,Tracy Pittman,2265.9384999999997
ORD10325,PRD143,Dinner,Toys,1,380.83,10,North,Retail,2024-08-13,CUST6179,Olivia Vang,Wire Transfer,Completed,Blake Hughes,342.747
ORD10326,PRD574,Present,Electronics,7,380.83,20,South,Retail,2024-09-01,CUST5077,Misty Parks,Wire Transfer,Pending,Paul Knight,2132.648
ORD10327,PRD908,Free,Toys,4,380.83,15,West,Wholesale,2025-01-30,CUST9969,Christopher Bradley,Wire Transfer,Returned,Amanda Lopez,1294.822
ORD10328,PRD751,Read,Books,7,380.83,5,West,Wholesale,2024-12-29,CUST7693,Gerald Young,PayPal,Returned,Teresa Sims,2532.5195
ORD10329,PRD220,Base,Electronics,1,380.83,0,South,Online,2025-03-08,CUST7272,Adam Smith,Credit Card,Pending,Aaron Parker,380.83
ORD10330,PRD150,Scene,Books,1,380.83,20,North,Wholesale,2025-07-08,CUST2260,Daniel Romero,Wire Transfer,Pending,David Riley,304.664
ORD10331,PRD756,Him,Clothing,3,380.83,5,West,Wholesale,2024-10-19,CUST7800,Jeffrey Wade,Cash,Returned,Ryan Thornton,1085.3654999999999
ORD10332,PRD862,Drug,Electronics,2,380.83,5,North,Online,2025-01-30,CUST5111,Christian Mcconnell,Cash,Pending,Kenneth Zimmerman,723.5769999999999
ORD10333,PRD735,Clear,Toys,6,380.83,15,South,Retail,2025-08-02,CUST4952,Jason Butler,Cash,Completed,Meagan Davis,1942.233
ORD10334,PRD158,Together,Books,5,380.83,15,East,Online,2025-05-08,CUST7929,Mary Le,Wire Transfer,Cancelled,Amy Watkins,1618.5275
ORD10335,PRD581,Prove,Books,4,380.83,0,South,Online,2025-01-02,CUST3935,Pamela Lambert,PayPal,Completed,Sharon Cobb,1523.32
ORD10336,PRD156,Across,Toys,3,380.83,10,East,Online,2025-06-30,CUST7174,Michael Johnson,Cash,Completed,Elizabeth Mason,1028.241
ORD10337,PRD698,Discover,Books,6,380.83,15,West,Online,2025-05-20,CUST2114,Eileen Alexander,Cash,Returned,Mariah Fisher,1942.233
ORD10338,PRD590,Generation,Clothing,1,380.83,10,South,Wholesale,2024-09-21,CUST6426,Richard Ford,PayPal,Returned,Nicole Acosta,342.747
ORD10339,PRD577,Evening,Electronics,8,380.83,15,East,Retail,2025-07-10,CUST5462,Kyle Harvey,PayPal,Completed,Andrew George,2589.644
ORD10340,PRD261,Treatment,Books,4,380.83,15,East,Online,2025-02-13,CUST1389,Jennifer Nguyen,Cash,Cancelled,Yvonne Orozco,1294.822
ORD10341,PRD111,Value,Books,7,380.83,0,East,Online,2025-04-03,CUST3976,Samantha Hines,Credit Card,Cancelled,Kyle Williams,2665.81
ORD10342,PRD870,Poor,Electronics,8,380.83,0,North,Retail,2025-07-20,CUST4307,Deborah Lucas,Wire Transfer,Completed,Aaron Mcintosh,3046.64
ORD10343,PRD353,Child,Furniture,7,380.83,0,North,Wholesale,2025-04-12,CUST5345,Melissa Thomas,PayPal,Pending,Jill Meyer,2665.81
ORD10344,PRD927,Agreement,Furniture,6,380.83,10,West,Retail,2025-06-24,CUST1411,Laura Matthews,Cash,Completed,Jacqueline Castro,2056.482
ORD10345,PRD211,Keep,Electronics,7,380.83,0,North,Online,2024-12-30,CUST8399,Shelly Le,PayPal,Completed,Crystal Pollard,2665.81
ORD10346,PRD679,Talk,Clothing,3,380.83,0,North,Online,2024-11-03,CUST8867,Lynn Terry,PayPal,Pending,Brian Webster,1142.49
ORD10347,PRD142,Bag,Electronics,3,380.83,0,East,Retail,2025-05-07,CUST8256,Darryl Kelley,Credit Card,Pending,Carolyn Carpenter,1142.49
ORD10348,PRD698,Treatment,Furniture,8,380.83,20,North,Wholesale,2025-02-01,CUST9591,Anthony Williamson,Wire Transfer,Returned,Jose Vincent,2437.312
ORD10349,PRD172,Wear,Books,7,380.83,0,South,Wholesale,2025-05-17,CUST9465,Amber Hurst,Cash,Completed,Miss Paula Hart,2665.81
